"Kecamatan","Tahun","Long","Lat","Intercept","X1_fe","X2_fe","X3_fe","X5_fe","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","X1_fe_SE","X2_fe_SE","X3_fe_SE","X5_fe_SE","Intercept_TV","X1_fe_TV","X2_fe_TV","X3_fe_TV","X5_fe_TV","Local_R2","coords.x1","coords.x2","optional","Intercept_p_p","X1_fe_p_p","X2_fe_p_p","X3_fe_p_p","X5_fe_p_p","ket.Kepadatan","ket.SIM_C","ket.SIM_A","ket.Macet"
"Cengkareng",2020,106.737,-6.151,-3.83496070772236e-16,4.91278522597788,0.592925392417459,0.192432499307452,6.85330061370949,-1.2754611968937,-0.708851898721651,-0.566609298172044,0,-0.387864385846674,0.825093898086096,23.4152537847225,1.18046727545171,1.82220619446487,4.80827630889847,-4.64790821580188e-16,0.209811316637673,0.502280245075469,0.105604129703864,1.42531339162568,0.741703951030101,106.737,-6.151,TRUE,1,0.834,0.617,0.916,0.157,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cengkareng",2023,106.737,-6.151,-3.83496070772236e-16,4.91278522597788,0.592925392417459,0.192432499307452,6.85330061370949,0.97992750493052,0.734064767316748,0.245862737613772,0,0.131331879486376,0.825093898086096,23.4152537847225,1.18046727545171,1.82220619446487,4.80827630889847,-4.64790821580188e-16,0.209811316637673,0.502280245075469,0.105604129703864,1.42531339162568,0.741703951030101,106.737,-6.151,TRUE,1,0.834,0.617,0.916,0.157,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cengkareng",2024,106.737,-6.151,-3.83496070772236e-16,4.91278522597788,0.592925392417459,0.192432499307452,6.85330061370949,1.6021036985372,0.865637775988558,0.736465922548643,0,0.35376319182163,0.825093898086096,23.4152537847225,1.18046727545171,1.82220619446487,4.80827630889847,-4.64790821580188e-16,0.209811316637673,0.502280245075469,0.105604129703864,1.42531339162568,0.741703951030101,106.737,-6.151,TRUE,1,0.834,0.617,0.916,0.157,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cengkareng",2022,106.737,-6.151,-3.83496070772236e-16,4.91278522597788,0.592925392417459,0.192432499307452,6.85330061370949,0.746611432328015,-0.00271318511036456,0.749324617438379,0,0.429518175883942,0.825093898086096,23.4152537847225,1.18046727545171,1.82220619446487,4.80827630889847,-4.64790821580188e-16,0.209811316637673,0.502280245075469,0.105604129703864,1.42531339162568,0.741703951030101,106.737,-6.151,TRUE,1,0.834,0.617,0.916,0.157,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cengkareng",2021,106.737,-6.151,-3.83496070772236e-16,4.91278522597788,0.592925392417459,0.192432499307452,6.85330061370949,-2.05318143890204,-0.888137459473293,-1.16504397942875,0,-0.681994357743283,0.825093898086096,23.4152537847225,1.18046727545171,1.82220619446487,4.80827630889847,-4.64790821580188e-16,0.209811316637673,0.502280245075469,0.105604129703864,1.42531339162568,0.741703951030101,106.737,-6.151,TRUE,1,0.834,0.617,0.916,0.157,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilandak",2024,106.793,-6.293,-8.74084250783362e-17,-2.39063176238172,-0.127030138609895,-1.40265525485615,1.13003425496521,1.39749388572152,0.316943051221437,1.08055083450008,0,0.653923634518129,0.805294163612643,19.4561905463071,1.57837544349684,2.68808057593926,2.5165052271069,-1.08542230936099e-16,-0.122872550856852,-0.0804815730840714,-0.521805509630617,0.44904903943488,0.174344394126926,106.793,-6.293,TRUE,1,0.902,0.936,0.603,0.654,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilandak",2020,106.793,-6.293,-8.74084250783362e-17,-2.39063176238172,-0.127030138609895,-1.40265525485615,1.13003425496521,0.777637726732136,0.170214849926325,0.607422876805811,0,0.565330674622899,0.805294163612643,19.4561905463071,1.57837544349684,2.68808057593926,2.5165052271069,-1.08542230936099e-16,-0.122872550856852,-0.0804815730840714,-0.521805509630617,0.44904903943488,0.174344394126926,106.793,-6.293,TRUE,1,0.902,0.936,0.603,0.654,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilandak",2021,106.793,-6.293,-8.74084250783362e-17,-2.39063176238172,-0.127030138609895,-1.40265525485615,1.13003425496521,0.214132127650878,0.000519665125025881,0.213612462525852,0,0.180777135834108,0.805294163612643,19.4561905463071,1.57837544349684,2.68808057593926,2.5165052271069,-1.08542230936099e-16,-0.122872550856852,-0.0804815730840714,-0.521805509630617,0.44904903943488,0.174344394126926,106.793,-6.293,TRUE,1,0.902,0.936,0.603,0.654,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilandak",2022,106.793,-6.293,-8.74084250783362e-17,-2.39063176238172,-0.127030138609895,-1.40265525485615,1.13003425496521,-1.64543634931727,0.0774363887061422,-1.72287273802342,0,-0.78203010565161,0.805294163612643,19.4561905463071,1.57837544349684,2.68808057593926,2.5165052271069,-1.08542230936099e-16,-0.122872550856852,-0.0804815730840714,-0.521805509630617,0.44904903943488,0.174344394126926,106.793,-6.293,TRUE,1,0.902,0.936,0.603,0.654,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilandak",2023,106.793,-6.293,-8.74084250783362e-17,-2.39063176238172,-0.127030138609895,-1.40265525485615,1.13003425496521,-0.743827390787261,-0.56511395497893,-0.178713435808331,0,-0.134769540711972,0.805294163612643,19.4561905463071,1.57837544349684,2.68808057593926,2.5165052271069,-1.08542230936099e-16,-0.122872550856852,-0.0804815730840714,-0.521805509630617,0.44904903943488,0.174344394126926,106.793,-6.293,TRUE,1,0.902,0.936,0.603,0.654,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilincing",2020,106.942,-6.124,1.28153416584148e-16,-5.66866857922835,-0.258978661864,-0.363636028738978,5.45439672971544,-0.270890479489266,-0.418320488467532,0.147430008978266,0,0.164876490893655,0.965622976291782,12.6238756809841,1.20534146458143,1.09193910844957,3.69289826212661,1.32715790459219e-16,-0.449043441370965,-0.214859166032203,-0.333018595931875,1.47699620800667,0.857343573977594,106.942,-6.124,TRUE,1,0.654,0.83,0.74,0.143,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilincing",2021,106.942,-6.124,1.28153416584148e-16,-5.66866857922835,-0.258978661864,-0.363636028738978,5.45439672971544,-0.408631401263469,-0.0580441803100445,-0.350587220953424,0,-0.158680858574781,0.965622976291782,12.6238756809841,1.20534146458143,1.09193910844957,3.69289826212661,1.32715790459219e-16,-0.449043441370965,-0.214859166032203,-0.333018595931875,1.47699620800667,0.857343573977594,106.942,-6.124,TRUE,1,0.654,0.83,0.74,0.143,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilincing",2022,106.942,-6.124,1.28153416584148e-16,-5.66866857922835,-0.258978661864,-0.363636028738978,5.45439672971544,0.87695053529576,0.516651413453993,0.360299121841767,0,0.211442135769106,0.965622976291782,12.6238756809841,1.20534146458143,1.09193910844957,3.69289826212661,1.32715790459219e-16,-0.449043441370965,-0.214859166032203,-0.333018595931875,1.47699620800667,0.857343573977594,106.942,-6.124,TRUE,1,0.654,0.83,0.74,0.143,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilincing",2023,106.942,-6.124,1.28153416584148e-16,-5.66866857922835,-0.258978661864,-0.363636028738978,5.45439672971544,-0.156106378010763,-0.297788892321543,0.141682514310779,0,0.106075084428077,0.965622976291782,12.6238756809841,1.20534146458143,1.09193910844957,3.69289826212661,1.32715790459219e-16,-0.449043441370965,-0.214859166032203,-0.333018595931875,1.47699620800667,0.857343573977594,106.942,-6.124,TRUE,1,0.654,0.83,0.74,0.143,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cilincing",2024,106.942,-6.124,1.28153416584148e-16,-5.66866857922835,-0.258978661864,-0.363636028738978,5.45439672971544,-0.0413222765322607,0.257502147645127,-0.298824424177388,0,-0.155734079202111,0.965622976291782,12.6238756809841,1.20534146458143,1.09193910844957,3.69289826212661,1.32715790459219e-16,-0.449043441370965,-0.214859166032203,-0.333018595931875,1.47699620800667,0.857343573977594,106.942,-6.124,TRUE,1,0.654,0.83,0.74,0.143,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cipayung",2024,106.904,-6.325,-3.04955327719732e-16,5.54482109215175,-1.93664329411961,-3.56860007055391,1.12475161799209,1.71002434407215,3.12863069204465,-1.4186063479725,0,-0.935612076725702,0.847428162123687,15.459952367636,1.56924961829701,2.70041112085735,2.73553590470873,-3.59859798564521e-16,0.358657061826355,-1.23412060869023,-1.32150250863317,0.411163171375683,0.760418841256949,106.904,-6.325,TRUE,1,0.721,0.22,0.19,0.682,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cipayung",2022,106.904,-6.325,-3.04955327719732e-16,5.54482109215175,-1.93664329411961,-3.56860007055391,1.12475161799209,-2.43876889576535,-1.93018899163285,-0.508579904132497,0,-0.332893769397914,0.847428162123687,15.459952367636,1.56924961829701,2.70041112085735,2.73553590470873,-3.59859798564521e-16,0.358657061826355,-1.23412060869023,-1.32150250863317,0.411163171375683,0.760418841256949,106.904,-6.325,TRUE,1,0.721,0.22,0.19,0.682,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
"Cipayung",2023,106.904,-6.325,-3.04955327719732e-16,5.54482109215175,-1.93664329411961,-3.56860007055391,1.12475161799209,1.42141264043128,0.851776588015488,0.569636052415795,0,0.260729189544145,0.847428162123687,15.459952367636,1.56924961829701,2.70041112085735,2.73553590470873,-3.59859798564521e-16,0.358657061826355,-1.23412060869023,-1.32150250863317,0.411163171375683,0.760418841256949,106.904,-6.325,TRUE,1,0.721,0.22,0.19,0.682,"Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh","Tidak Berpengaruh"
